name,position,nfl_team,adp,times_drafted,trials,drafted_pct
Mason Tipton,WR,NO,,0,100,0.0
Derius Davis,WR,LAC,,0,100,0.0
Devin Duvernay,WR,ARZ,,0,100,0.0
Jeremy McNichols,RB,WAS,,0,100,0.0
Isaac Guerendo,RB,SF,,0,100,0.0
Dameon Pierce,RB,PHI,,0,100,0.0
Jared Wiley,TE,KC,,0,100,0.0
Teagan Quitoriano,TE,ARZ,,0,100,0.0
Keleki Latu,TE,BUF,,0,100,0.0
Joshua Simon,TE,ATL,,0,100,0.0
Stephen Carlson,TE,CHI,,0,100,0.0
Gavin Bartholomew,TE,MIN,,0,100,0.0
Jelani Woods,TE,NYJ,,0,100,0.0
Nick Kallerup,TE,SEA,,0,100,0.0
Brevin Jordan,TE,HST,,0,100,0.0
Devin Singletary,RB,NYG,,0,100,0.0
Bam Knight,RB,ARZ,,0,100,0.0
Jarquez Hunter,RB,LA,,0,100,0.0
Raheim Sanders,RB,CLV,,0,100,0.0
Jacob Saylors,RB,DET,,0,100,0.0
Sione Vaki,RB,DET,,0,100,0.0
DeeJay Dallas,RB,JAX,,0,100,0.0
Treylon Burks,WR,WAS,,0,100,0.0
Noah Brown,WR,LV,,0,100,0.0
Elijah Sarratt,WR,BLT,,0,100,0.0
Odell Beckham Jr.,WR,NYG,,0,100,0.0
Dont'e Thornton Jr.,WR,LV,,0,100,0.0
Elijah Moore,WR,PHI,,0,100,0.0
Jonathan Mingo,WR,DAL,,0,100,0.0
Austin Trammell,WR,JAX,,0,100,0.0
Laquon Treadwell,WR,IND,,0,100,0.0
David Moore,WR,CAR,,0,100,0.0
Lil'Jordan Humphrey,WR,DEN,,0,100,0.0
Chris Blair,WR,ATL,,0,100,0.0
Kameron Johnson,WR,TB,,0,100,0.0
Jalen Brooks,WR,ARZ,,0,100,0.0
Tim Jones,WR,JAX,,0,100,0.0
Mecole Hardman,WR,BUF,,0,100,0.0
Jalen Reagor,WR,MIA,,0,100,0.0
Kaden Wetjen,WR,PIT,,0,100,0.0
Dareke Young,WR,LV,,0,100,0.0
Nikko Remigio,WR,KC,,0,100,0.0
Dylan Drummond,WR,ATL,,0,100,0.0
Dylan Laube,RB,LV,,0,100,0.0
Drake Dabney,TE,GB,,0,100,0.0
Will Mallory,TE,IND,,0,100,0.0
Messiah Swinson,TE,GB,,0,100,0.0
Zaire Mitchell-Paden,TE,NO,,0,100,0.0
Ko Kieft,TE,TB,,0,100,0.0
Malachi Corley,WR,CLV,,0,100,0.0
Dare Ogunbowale,RB,LV,,0,100,0.0
Shedeur Sanders,QB,CLE,,0,100,0.0
Skyy Moore,WR,GB,,0,100,0.0
Carson Beck,QB,ARI,,0,100,0.0
Dominic Lovett,WR,DET,,0,100,0.0
J.J. McCarthy,QB,MIN,,0,100,0.0
Kaleb Johnson,RB,PIT,,0,100,0.0
Jameis Winston,QB,NYG,,0,100,0.0
Tyson Bagent,QB,CHI,,0,100,0.0
Mac Jones,QB,SF,,0,100,0.0
Quinn Ewers,QB,MIA,,0,100,0.0
Joe Milton III,QB,DAL,,0,100,0.0
Albert Okwuegbunam,TE,LV,,0,100,0.0
Quintin Morris,TE,JAX,,0,100,0.0
Davis Mills,QB,HOU,,0,100,0.0
Justin Fields,QB,KC,,0,100,0.0
Kyle Allen,QB,BUF,,0,100,0.0
Will Howard,QB,PIT,,0,100,0.0
Jake Briningstool,TE,KC,,0,100,0.0
Thomas Fidone II,TE,NYG,,0,100,0.0
Brayden Willis,TE,SF,,0,100,0.0
Cam Grandy,TE,CIN,,0,100,0.0
CJ Dippre,TE,NE,,0,100,0.0
Kenny Pickett,QB,CAR,,0,100,0.0
Hayden Rucci,TE,SF,,0,100,0.0
Riley Leonard,QB,IND,,0,100,0.0
Marquez Valdes-Scantling,WR,DAL,,0,100,0.0
Nate Carter,RB,ATL,,0,100,0.0
Rasheen Ali,RB,BLT,,0,100,0.0
Trey Benson,RB,ARZ,,0,100,0.0
Kene Nwangwu,RB,NYJ,,0,100,0.0
Pierre Strong,RB,GB,,0,100,0.0
Kalel Mullings,RB,TEN,,0,100,0.0
Lan Larison,RB,NE,,0,100,0.0
Brittain Brown,RB,CHI,,0,100,0.0
Michael Carter,RB,TEN,,0,100,0.0
Jaret Patterson,RB,LAC,,0,100,0.0
Ronnie Rivers,RB,LA,,0,100,0.0
Josh Williams,RB,TB,,0,100,0.0
Ahmani Marshall,RB,CLV,,0,100,0.0
Ulysses Bentley IV,RB,IND,,0,100,0.0
Gary Brightwell,RB,CIN,,0,100,0.0
Damien Martinez,RB,GB,,0,100,0.0
Tim Patrick,WR,NYJ,,0,100,0.0
Tyrell Shavers,WR,BUF,,0,100,0.0
Justin Watson,WR,HST,,0,100,0.0
Efton Chism III,WR,NE,,0,100,0.0
Scott Miller,WR,CHI,,0,100,0.0
Xavier Restrepo,WR,TEN,,0,100,0.0
Ke'Shawn Williams,WR,CIN,,0,100,0.0
Jason Brownlee,WR,KC,,0,100,0.0
Jeshaun Jones,WR,MIN,,0,100,0.0
JP Richardson,WR,CHI,,0,100,0.0
Dontae Fleming,WR,MIN,,0,100,0.0
Charlie Jones,WR,CIN,,0,100,0.0
Tyler Badie,RB,DEN,,0,100,0.0
Ty Simpson,QB,LA,,0,100,0.0
Marcus Mariota,QB,WAS,,0,100,0.0
Tanner McKee,QB,PHI,,0,100,0.0
Joshua Dobbs,QB,DET,,0,100,0.0
Nick Mullens,QB,JAC,,0,100,0.0
Jake Browning,QB,TB,,0,100,0.0
Jarrett Stidham,QB,DEN,,0,100,0.0
Tyler Huntley,QB,BAL,,0,100,0.0
Tyrod Taylor,QB,GB,,0,100,0.0
Drew Lock,QB,SEA,,0,100,0.0
Spencer Rattler,QB,NO,,0,100,0.0
Trey Lance,QB,LAC,,0,100,0.0
Brady Cook,QB,NYJ,,0,100,0.0
Mason Rudolph,QB,PIT,,0,100,0.0
Gardner Minshew,QB,ARI,,0,100,0.0
Jalen Milroe,QB,SEA,,0,100,0.0
Andy Dalton,QB,PHI,,0,100,0.0
Josh Johnson,QB,CIN,,0,100,0.0
Mitchell Trubisky,QB,TEN,,0,100,0.0
Tommy DeVito,QB,NE,,0,100,0.0
Anthony Richardson,QB,IND,,0,100,0.0
