year,timeframe,name,position,nfl_team,opp,bye_week,rost_pct,fpts
2026,restofseason,Curtis Hodges,TE,CAR,CHI,5,1.0,0.0
2026,restofseason,Phil Lutz,WR,NE,@SEA,11,1.0,0.0
2026,restofseason,Jordan Byrd,RB,PIT,ATL,9,1.0,0.0
2026,restofseason,Mikah Holder,WR,WAS,@PHI,7,1.0,0.0
2026,restofseason,Nate McCollum,WR,ARI,@LAC,14,1.0,0.0
2026,restofseason,Luke Lachey,TE,GB,@MIN,11,1.0,0.0
2026,restofseason,Dorian Singer,WR,JAC,CLE,7,1.0,0.0
2026,restofseason,Jack Coan,QB,IND,BAL,13,1.0,0.0
2026,restofseason,Trevor Etienne,RB,CAR,CHI,5,2.0,0.0
2026,restofseason,Neal Johnson,TE,NYJ,@TEN,13,1.0,0.0
2026,restofseason,Travis Jonsen,WR,TB,@CIN,10,1.0,0.0
2026,restofseason,Michael Bandy,WR,DEN,@KC,10,1.0,0.0
2026,restofseason,MyCole Pruitt,TE,PIT,ATL,9,1.0,0.0
2026,restofseason,Wesley Grimes,WR,SF,@LAR,8,1.0,0.0
2026,restofseason,Laquon Treadwell,WR,IND,BAL,13,1.0,0.0
2026,restofseason,Jack Strand,QB,ATL,@PIT,11,1.0,0.0
2026,restofseason,Shaleak Knotts,WR,MIN,GB,6,1.0,0.0
2026,restofseason,D'Onta Foreman,RB,CLE,@JAC,11,1.0,0.0
2026,restofseason,Princeton Fant,TE,DAL,@NYG,14,1.0,0.0
2026,restofseason,Robert Woods,WR,PIT,ATL,9,1.0,0.0
2026,restofseason,Malik Heath,WR,ATL,@PIT,11,1.0,0.0
2026,restofseason,Charles McClelland,RB,TEN,NYJ,9,1.0,0.0
2026,restofseason,Brandon Powell,WR,MIN,GB,6,1.0,0.0
2026,restofseason,Camden Brown,WR,DAL,@NYG,14,1.0,0.0
2026,restofseason,Shemar Bridges,WR,BAL,@IND,13,1.0,0.0
2026,restofseason,Joshua Simon,TE,ATL,@PIT,11,1.0,0.0
2026,restofseason,Kene Nwangwu,RB,NYJ,@TEN,13,1.0,0.0
2026,restofseason,Austin Aune,QB,ATL,@PIT,11,1.0,0.0
2026,restofseason,Lance McCutcheon,WR,TEN,NYJ,9,1.0,0.0
2026,restofseason,Desmond Reid,RB,BUF,@HOU,7,1.0,0.0
2026,restofseason,Davonte Allen,WR,BUF,@HOU,7,1.0,0.0
2026,restofseason,Tayon Fleet-Davis,RB,KC,DEN,5,1.0,0.0
2026,restofseason,Tyler Lockett,WR,LV,MIA,13,1.0,0.0
2026,restofseason,Joseph Manjack IV,WR,DEN,@KC,10,1.0,0.0
2026,restofseason,Jaden Bradley,WR,WAS,@PHI,7,1.0,0.0
2026,restofseason,Tyjon Lindsey,WR,SEA,NE,11,0.0,0.0
2026,restofseason,Roc Taylor,WR,CAR,CHI,5,0.0,0.0
2026,restofseason,Marshall Lang,TE,MIN,GB,6,1.0,0.0
2026,restofseason,A.J. Richardson,WR,ARI,@LAC,14,1.0,0.0
2026,restofseason,Isaiah Winstead,WR,PIT,ATL,9,0.0,0.0
2026,restofseason,Grant Calcaterra,TE,PHI,WAS,10,1.0,0.0
2026,restofseason,Will Sheppard,WR,GB,@MIN,11,1.0,0.0
2026,restofseason,Josh Woodrum,QB,WAS,@PHI,7,1.0,0.0
2026,restofseason,Cyrus Holder,WR,CHI,@CAR,10,0.0,0.0
2026,restofseason,Joaquin Davis,WR,PIT,ATL,9,0.0,0.0
2026,restofseason,Jaivon Heiligh,WR,CIN,TB,6,1.0,0.0
2026,restofseason,Derrick Johnson,WR,NYG,DAL,8,1.0,0.0
2026,restofseason,Lorenzo Lingard,RB,NYG,DAL,8,1.0,0.0
2026,restofseason,Jack Sorenson,WR,CIN,TB,6,0.0,0.0
2026,restofseason,Michael Ezeike,TE,SEA,NE,11,0.0,0.0
2026,restofseason,Josh Johnson,WR,DET,NO,6,1.0,0.0
2026,restofseason,Shane Buechele,QB,BUF,@HOU,7,1.0,0.0
2026,restofseason,Robbie Ouzts,RB,SEA,NE,11,1.0,0.0
2026,restofseason,Ihmir Smith-Marsette,WR,ARI,@LAC,14,1.0,0.0
2026,restofseason,Dalton Keene,TE,HOU,BUF,8,1.0,0.0
2026,restofseason,Luke Altmyer,QB,DET,NO,6,1.0,0.0
2026,restofseason,Xavier Malone,WR,ATL,@PIT,11,0.0,0.0
2026,restofseason,Khalil Tate,WR,PHI,WAS,10,1.0,0.0
2026,restofseason,Sam James,WR,LAR,SF,11,1.0,0.0
2026,restofseason,Dante Pettis,WR,BUF,@HOU,7,1.0,0.0
2026,restofseason,Deuce Vaughn,RB,HOU,BUF,8,1.0,0.0
2026,restofseason,Justin Watson,WR,HOU,BUF,8,1.0,0.0
2026,restofseason,Malik Henry,WR,NO,@DET,8,1.0,0.0
2026,restofseason,Kobe Prentice,WR,NYG,DAL,8,1.0,0.0
2026,restofseason,Lincoln Sefcik,TE,NYJ,@TEN,13,0.0,0.0
2026,restofseason,Keytaon Thompson,WR,DET,NO,6,0.0,0.0
2026,restofseason,T.J. Vasher,WR,DAL,@NYG,14,1.0,0.0
2026,restofseason,Cheyenne O'Grady,TE,CIN,TB,6,1.0,0.0
2026,restofseason,Tyler Conklin,TE,DET,NO,6,1.0,0.0
2026,restofseason,Jimmy Kibble,WR,NE,@SEA,11,1.0,0.0
2026,restofseason,Kaleb Johnson,RB,GB,@MIN,11,13.0,0.0
2026,restofseason,Caleb Scott,WR,LV,MIA,13,1.0,0.0
2026,restofseason,David Martin-Robinson,TE,TEN,NYJ,9,1.0,0.0
2026,restofseason,Jesse Matthews,WR,ATL,@PIT,11,0.0,0.0
2026,restofseason,Nikola Kalinic,TE,CHI,@CAR,10,1.0,0.0
2026,restofseason,Robert Burns,RB,ATL,@PIT,11,1.0,0.0
2026,restofseason,Garrett Greene,WR,TB,@CIN,10,1.0,0.0
2026,restofseason,David Moore,WR,CAR,CHI,5,1.0,0.0
2026,restofseason,Jamal Custis,WR,PIT,ATL,9,0.0,0.0
2026,restofseason,Jazz Ferguson,WR,SEA,NE,11,1.0,0.0
2026,restofseason,Andre Baccellia,WR,ARI,@LAC,14,1.0,0.0
2026,restofseason,Eric Gray,RB,NYG,DAL,8,1.0,0.0
2026,restofseason,Tre Mosley,WR,CIN,TB,6,1.0,0.0
2026,restofseason,Malik Turner,WR,SF,@LAR,8,1.0,0.0
2026,restofseason,Traeshon Holden,WR,DAL,@NYG,14,1.0,0.0
2026,restofseason,Johnny Wilson,WR,PHI,WAS,10,1.0,0.0
2026,restofseason,Elijah Mitchell,RB,PHI,WAS,10,1.0,0.0
2026,restofseason,Michael Johnson,WR,PHI,WAS,10,0.0,0.0
2026,restofseason,Mason Fairchild,TE,NO,@DET,8,1.0,0.0
2026,restofseason,Sam Hartman,QB,WAS,@PHI,7,1.0,0.0
2026,restofseason,Billy Brown,TE,IND,BAL,13,1.0,0.0
2026,restofseason,Easton Stick,QB,TB,@CIN,10,1.0,0.0
2026,restofseason,Kedon Slovis,QB,GB,@MIN,11,1.0,0.0
2026,restofseason,Brelan Chancellor,WR,PIT,ATL,9,1.0,0.0
2026,restofseason,Jarrett Guarantano,QB,DEN,@KC,10,1.0,0.0
2026,restofseason,Kenny Fletcher Jr.,TE,IND,BAL,13,1.0,0.0
2026,restofseason,Brian Walker,TE,BAL,@IND,13,1.0,0.0
2026,restofseason,Xavier Weaver,WR,ARI,@LAC,14,1.0,0.0
2026,restofseason,Noah Whittington,RB,HOU,BUF,8,1.0,0.0
2026,restofseason,Tyler Hoosman,RB,LAC,ARI,7,1.0,0.0
2026,restofseason,Malachi Corley,WR,CLE,@JAC,11,1.0,0.0
2026,restofseason,Clint Ratkovich,RB,ATL,@PIT,11,0.0,0.0
2026,restofseason,Ross Dwelley,TE,CAR,CHI,5,1.0,0.0
2026,restofseason,Jason Brownlee,WR,KC,DEN,5,1.0,0.0
2026,restofseason,Collin Johnson,WR,LV,MIA,13,1.0,0.0
2026,restofseason,Kentrel Bullock,RB,CIN,TB,6,1.0,0.0
2026,restofseason,Jadakis Bonds,WR,GB,@MIN,11,1.0,0.0
2026,restofseason,Micah Bernard,RB,NE,@SEA,11,1.0,0.0
2026,restofseason,Corey Taylor II,RB,CLE,@JAC,11,1.0,0.0
2026,restofseason,Justin Johnson,TE,ARI,@LAC,14,1.0,0.0
2026,restofseason,Cody Fajardo,QB,LV,MIA,13,1.0,0.0
2026,restofseason,Charles Scarff,TE,BAL,@IND,13,0.0,0.0
2026,restofseason,Quali Conley,RB,CIN,TB,6,1.0,0.0
2026,restofseason,Talolo Limu-Jones,WR,CAR,CHI,5,1.0,0.0
2026,restofseason,Zamir White,RB,NO,@DET,8,1.0,0.0
2026,restofseason,Josh Imatorbhebhe,WR,JAC,CLE,7,1.0,0.0
2026,restofseason,Jared Baker,RB,ARI,@LAC,14,1.0,0.0
2026,restofseason,Laviska Shenault Jr.,WR,BUF,@HOU,7,1.0,0.0
2026,restofseason,Kody Case,WR,IND,BAL,13,1.0,0.0
2026,restofseason,Charleston Rambo,WR,PHI,WAS,10,1.0,0.0
2026,restofseason,Darrynton Evans,RB,BUF,@HOU,7,1.0,0.0
2026,restofseason,Devin Carter,WR,CAR,CHI,5,1.0,0.0
2026,restofseason,Tarik Black,WR,DET,NO,6,1.0,0.0
2026,restofseason,Anthony Firkser,TE,DET,NO,6,1.0,0.0
2026,restofseason,Hayden Rucci,TE,SF,@LAR,8,1.0,0.0
2026,restofseason,Jalen Walthall,WR,NYJ,@TEN,13,0.0,0.0
2026,restofseason,Mark Redman,TE,GB,@MIN,11,1.0,0.0
2026,restofseason,Case Cookus,QB,LAR,SF,11,1.0,0.0
2026,restofseason,Dohnte Meyers,WR,CIN,TB,6,1.0,0.0
2026,restofseason,Dalen Cambre,WR,NYG,DAL,8,1.0,0.0
2026,restofseason,Myles Price,WR,MIN,GB,6,1.0,0.0
2026,restofseason,Jacob De Jesus,WR,KC,DEN,5,1.0,0.0
2026,restofseason,Joey Aguilar,QB,JAC,CLE,7,1.0,0.0
2026,restofseason,Chris Moore,WR,BAL,@IND,13,1.0,0.0
2026,restofseason,Tejhaun Palmer,WR,NE,@SEA,11,1.0,0.0
2026,restofseason,Cole Turner,TE,MIA,@LV,6,1.0,0.0
2026,restofseason,Mike Williams,WR,LAC,ARI,7,1.0,0.0
2026,restofseason,Kristian Wilkerson,WR,ATL,@PIT,11,1.0,0.0
2026,restofseason,Matt Johnson,QB,CIN,TB,6,1.0,0.0
2026,restofseason,Danny Davis,WR,GB,@MIN,11,1.0,0.0
2026,restofseason,Johnny Lumpkin,TE,GB,@MIN,11,0.0,0.0
2026,restofseason,Rakeem Boyd,RB,DET,NO,6,1.0,0.0
2026,restofseason,Sam Brown Jr.,WR,GB,@MIN,11,1.0,0.0
2026,restofseason,Jerome Washington,TE,ARI,@LAC,14,1.0,0.0
2026,restofseason,Marcus Sanders Jr.,WR,MIN,GB,6,1.0,0.0
2026,restofseason,Quentin Skinner,WR,BUF,@HOU,7,0.0,0.0
2026,restofseason,Landon Lenoir,WR,CHI,@CAR,10,0.0,0.0
2026,restofseason,Tim Boyle,QB,TEN,NYJ,9,1.0,0.0
2026,restofseason,Justin Jones,RB,SEA,NE,11,1.0,0.0
2026,restofseason,Josh Jarboe,WR,FA,BYE,0,1.0,0.0
2026,restofseason,Jawhar Jordan,RB,HOU,BUF,8,1.0,0.0
2026,restofseason,Peter LeBlanc,WR,CHI,@CAR,10,1.0,0.0
2026,restofseason,Jeff Driskel,QB,WAS,@PHI,7,1.0,0.0
2026,restofseason,Dresser Winn,QB,LAR,SF,11,1.0,0.0
2026,restofseason,Tre Harbison III,RB,CLE,@JAC,11,0.0,0.0
2026,restofseason,Clyde Edwards-Helaire,RB,KC,DEN,5,1.0,0.0
2026,restofseason,Dillon Mitchell,WR,MIN,GB,6,1.0,0.0
2026,restofseason,Tanner Conner,TE,NYG,DAL,8,1.0,0.0
2026,restofseason,Jack Westover,TE,WAS,@PHI,7,1.0,0.0
2026,restofseason,Malik Flowers,WR,LV,MIA,13,1.0,0.0
2026,restofseason,Dontae McMillan,RB,BAL,@IND,13,1.0,0.0
2026,restofseason,Terrance Cobb,RB,LV,MIA,13,1.0,0.0
2026,restofseason,Zack Moss,RB,CIN,TB,6,1.0,0.0
2026,restofseason,Jamaal Pritchett,WR,NYJ,@TEN,13,1.0,0.0
2026,restofseason,Javon McKinley,WR,PIT,ATL,9,1.0,0.0
2026,restofseason,Kelvin McKnight,WR,DEN,@KC,10,1.0,0.0
2026,restofseason,Josh Pitsenberger,RB,HOU,BUF,8,1.0,0.0
2026,restofseason,Josh Babicz,TE,GB,@MIN,11,1.0,0.0
2026,restofseason,Brandon Smith,WR,PIT,ATL,9,1.0,0.0
2026,restofseason,McCallan Castles,TE,GB,@MIN,11,1.0,0.0
2026,restofseason,JP Richardson,WR,CHI,@CAR,10,1.0,0.0
2026,restofseason,Gerald Everett,TE,CHI,@CAR,10,1.0,0.0
2026,restofseason,Kenny McIntosh,RB,SEA,NE,11,1.0,0.0
2026,restofseason,Marquez Callaway,WR,LV,MIA,13,1.0,0.0
2026,restofseason,Corey Sutton,WR,DET,NO,6,1.0,0.0
2026,restofseason,Cam Miller,QB,MIA,@LV,6,1.0,0.0
2026,restofseason,Carson Strong,QB,ARI,@LAC,14,1.0,0.0
2026,restofseason,Dax Milne,WR,CAR,CHI,5,1.0,0.0
2026,restofseason,Mo Alie-Cox,TE,IND,BAL,13,1.0,0.0
2026,restofseason,Reggie Davis,WR,DAL,@NYG,14,1.0,0.0
2026,restofseason,Reece Horn,WR,CIN,TB,6,1.0,0.0
2026,restofseason,Lake McRee,TE,PIT,ATL,9,1.0,0.0
2026,restofseason,Jack Colletto,RB,PIT,ATL,9,1.0,0.0
2026,restofseason,Jalen Sample,WR,WAS,@PHI,7,1.0,0.0
2026,restofseason,Robert Lewis,WR,MIN,GB,6,1.0,0.0
2026,restofseason,Lawrence Keys III,WR,DET,NO,6,1.0,0.0
2026,restofseason,Brandon Johnson,RB,PIT,ATL,9,1.0,0.0
2026,restofseason,Jaden Shirden,RB,CAR,CHI,5,1.0,0.0
2026,restofseason,Rohan Jones,TE,LAR,SF,11,1.0,0.0
2026,restofseason,EJ Horton Jr.,WR,IND,BAL,13,1.0,0.0
2026,restofseason,Ramel Keyton,WR,TEN,NYJ,9,1.0,0.0
2026,restofseason,Carson Williams,TE,LV,MIA,13,1.0,0.0
2026,restofseason,Jayden Higgins,WR,HOU,BUF,8,5.0,0.0
2026,restofseason,J.T. Barrett,QB,PIT,ATL,9,1.0,0.0
2026,restofseason,Miller Moss,QB,CHI,@CAR,10,1.0,0.0
2026,restofseason,Sam Schnee,RB,TEN,NYJ,9,1.0,0.0
2026,restofseason,Raheem Blackshear,RB,DET,NO,6,1.0,0.0
2026,restofseason,Garrett Groshek,RB,MIN,GB,6,1.0,0.0
2026,restofseason,Brennan Eagles,WR,DAL,@NYG,14,1.0,0.0
2026,restofseason,Cordarrelle Patterson,RB,PIT,ATL,9,1.0,0.0
2026,restofseason,Quincy Skinner Jr.,WR,NYJ,@TEN,13,1.0,0.0
2026,restofseason,Devon Garrison,TE,SEA,NE,11,1.0,0.0
2026,restofseason,E.J. Jenkins,TE,PHI,WAS,10,1.0,0.0
2026,restofseason,Mike Weber,RB,NYG,DAL,8,1.0,0.0
2026,restofseason,Jordan Hudson,WR,DAL,@NYG,14,1.0,0.0
2026,restofseason,Deon Jackson,RB,DET,NO,6,1.0,0.0
2026,restofseason,John Jiles,WR,NE,@SEA,11,1.0,0.0
2026,restofseason,Trevon Bradford,WR,LAC,ARI,7,1.0,0.0
2026,restofseason,Isaiah Weston,WR,CLE,@JAC,11,0.0,0.0
2026,restofseason,Trevion Thompson,WR,TEN,NYJ,9,1.0,0.0
2026,restofseason,Stephen Gosnell,WR,BUF,@HOU,7,0.0,0.0
2026,restofseason,Brayden Willis,TE,SF,@LAR,8,1.0,0.0
2026,restofseason,Eric Dungey,QB,CIN,TB,6,0.0,0.0
2026,restofseason,Stone Smartt,TE,NO,@DET,8,1.0,0.0
2026,restofseason,Ian Thomas,TE,LV,MIA,13,1.0,0.0
2026,restofseason,Luke Wysong,WR,MIN,GB,6,1.0,0.0
2026,restofseason,Hassan Hall,RB,ARI,@LAC,14,1.0,0.0
2026,restofseason,Cole Kelley,QB,WAS,@PHI,7,1.0,0.0
2026,restofseason,Riley Sharp,TE,BAL,@IND,13,0.0,0.0
2026,restofseason,Joshua Cephus,WR,JAC,CLE,7,1.0,0.0
2026,restofseason,Ryan Willis,QB,CHI,@CAR,10,0.0,0.0
2026,restofseason,Mason Stokke,RB,CAR,CHI,5,1.0,0.0
2026,restofseason,Danny Gray,WR,PHI,WAS,10,1.0,0.0
2026,restofseason,Seydou Traore,TE,MIA,@LV,6,1.0,0.0
2026,restofseason,Jamal Haynes,RB,CIN,TB,6,1.0,0.0
2026,restofseason,Trayveon Williams,RB,DET,NO,6,1.0,0.0
2026,restofseason,Damien Alford,WR,NO,@DET,8,1.0,0.0
2026,restofseason,Rico Bussey,WR,PIT,ATL,9,1.0,0.0
2026,restofseason,Jake Hausmann,TE,WAS,@PHI,7,1.0,0.0
2026,restofseason,Eli Pancol,WR,IND,BAL,13,1.0,0.0
2026,restofseason,Tommy Mellott,WR,NO,@DET,8,1.0,0.0
2026,restofseason,Jashaun Corbin,RB,DAL,@NYG,14,1.0,0.0
2026,restofseason,Garett Maag,WR,MIN,GB,6,1.0,0.0
2026,restofseason,Isaiah Washington,WR,BAL,@IND,13,1.0,0.0
2026,restofseason,Devin Ross,WR,LV,MIA,13,1.0,0.0
2026,restofseason,Nelson Agholor,WR,BAL,@IND,13,1.0,0.0
2026,restofseason,ZaQuandre White,RB,MIA,@LV,6,1.0,0.0
2026,restofseason,Caullin Lacy,WR,NYJ,@TEN,13,1.0,0.0
2026,restofseason,Trent Sherfield,WR,BUF,@HOU,7,1.0,0.0
2026,restofseason,Julius Chestnut,RB,TEN,NYJ,9,1.0,0.0
2026,restofseason,Jeremiah Hall,TE,NYG,DAL,8,1.0,0.0
2026,restofseason,Jaelon Darden,WR,SEA,NE,11,1.0,0.0
2026,restofseason,Isi Sofele,RB,FA,BYE,0,1.0,0.0
2026,restofseason,Jaren Hall,QB,SEA,NE,11,1.0,0.0
2026,restofseason,Pierre Strong Jr.,RB,GB,@MIN,11,1.0,0.0
2026,restofseason,Camerun Peoples,RB,CAR,CHI,5,1.0,0.0
2026,restofseason,Darius Lassiter,WR,JAC,CLE,7,1.0,0.0
2026,restofseason,John FitzPatrick,TE,GB,@MIN,11,1.0,0.0
2026,restofseason,EJ Smith,RB,KC,DEN,5,1.0,0.0
2026,restofseason,Damien Caffrey,TE,CHI,@CAR,10,1.0,0.0
2026,restofseason,Winston Wright Jr.,WR,CLE,@JAC,11,1.0,0.0
2026,restofseason,Tyrell Shavers,WR,BUF,@HOU,7,1.0,0.0
2026,restofseason,Amari Cooper,WR,LV,MIA,13,1.0,0.0
2026,restofseason,Messiah Swinson,TE,GB,@MIN,11,1.0,0.0
2026,restofseason,Jarveon Howard,RB,BUF,@HOU,7,1.0,0.0
2026,restofseason,Golden Tate,WR,TEN,NYJ,9,1.0,0.0
2026,restofseason,Jaylen Johnson,WR,LAC,ARI,7,1.0,0.0
2026,restofseason,Cornell Powell,WR,PIT,ATL,9,1.0,0.0
2026,restofseason,Andy Isabella,WR,SF,@LAR,8,1.0,0.0
2026,restofseason,Shawn Poindexter,WR,SF,@LAR,8,1.0,0.0
2026,restofseason,Max Hurleman,RB,PIT,ATL,9,1.0,0.0
2026,restofseason,Devin Neal,RB,NO,@DET,8,2.0,0.0
2026,restofseason,Dan Villari,TE,LAR,SF,11,1.0,0.0
2026,restofseason,T.J. Luther,WR,CAR,CHI,5,1.0,0.0
2026,restofseason,Avery Williams,RB,NYJ,@TEN,13,1.0,0.0
2026,restofseason,Phillip Dorsett,WR,LV,MIA,13,1.0,0.0
2026,restofseason,Avery Davis,WR,DET,NO,6,1.0,0.0
2026,restofseason,DJ Giddens,RB,IND,BAL,13,3.0,0.0
2026,restofseason,DeAndre Thompkins,WR,GB,@MIN,11,1.0,0.0
2026,restofseason,Dare Ogunbowale,RB,LV,MIA,13,1.0,0.0
2026,restofseason,Jhamon Ausbon,WR,PHI,WAS,10,1.0,0.0
2026,restofseason,Khalil Dinkins,TE,SF,@LAR,8,1.0,0.0
2026,restofseason,Brandin Cooks,WR,BUF,@HOU,7,1.0,0.0
2026,restofseason,Adam Randall,RB,BAL,@IND,13,6.0,0.0
2026,restofseason,Riley Leonard,QB,IND,BAL,13,1.0,0.0
2026,restofseason,Giles Jackson,WR,PHI,WAS,10,1.0,0.0
2026,restofseason,Reggie White Jr.,WR,NYG,DAL,8,1.0,0.0
2026,restofseason,Mike White,QB,CAR,CHI,5,1.0,0.0
2026,restofseason,Jamal Pettigrew,TE,LAR,SF,11,1.0,0.0
2026,restofseason,Josiah Deguara,TE,NYG,DAL,8,1.0,0.0
2026,restofseason,DeVonte Dedmon,WR,MIA,@LV,6,1.0,0.0
2026,restofseason,Andrew Peasley,QB,NYJ,@TEN,13,1.0,0.0
2026,restofseason,Jeff Wilson,RB,MIA,@LV,6,1.0,0.0
2026,restofseason,Jalen Morton,QB,IND,BAL,13,1.0,0.0
2026,restofseason,Cody Chrest,WR,GB,@MIN,11,1.0,0.0
2026,restofseason,Juwan Green,WR,KC,DEN,5,1.0,0.0
2026,restofseason,Zavier Scott,RB,MIN,GB,6,1.0,0.0
2026,restofseason,Kyle Dixon,WR,NE,@SEA,11,1.0,0.0
2026,restofseason,Kaden Davis,WR,CHI,@CAR,10,1.0,0.0
2026,restofseason,Isaac Zico,WR,ARI,@LAC,14,1.0,0.0
2026,restofseason,Thomas Sperbeck,WR,TB,@CIN,10,1.0,0.0
2026,restofseason,Chris Finke,WR,CHI,@CAR,10,1.0,0.0
2026,restofseason,Kurtis Rourke,QB,SF,@LAR,8,1.0,0.0
2026,restofseason,Irvin Charles,WR,SEA,NE,11,1.0,0.0
2026,restofseason,Jeff Weimer,WR,KC,DEN,5,1.0,0.0
2026,restofseason,Khadarel Hodge,WR,SF,@LAR,8,1.0,0.0
2026,restofseason,Phillip Brooks,WR,KC,DEN,5,1.0,0.0
2026,restofseason,Sean Ryan,WR,BAL,@IND,13,0.0,0.0
2026,restofseason,Eric Rivers,WR,TB,@CIN,10,1.0,0.0
2026,restofseason,Nick Chubb,RB,HOU,BUF,8,1.0,0.0
2026,restofseason,Naz Bohannon,TE,JAC,CLE,7,1.0,0.0
2026,restofseason,Neil Pau'u,WR,BUF,@HOU,7,1.0,0.0
2026,restofseason,Bryce Ford-Wheaton,WR,NYG,DAL,8,1.0,0.0
2026,restofseason,Blake Proehl,WR,MIN,GB,6,1.0,0.0
2026,restofseason,Levi Lewis,QB,SEA,NE,11,1.0,0.0
2026,restofseason,Josh Reynolds,WR,NYJ,@TEN,13,1.0,0.0
2026,restofseason,Tyler Snead,WR,PIT,ATL,9,1.0,0.0
2026,restofseason,Rodney Anderson,RB,CIN,TB,6,1.0,0.0
2026,restofseason,Dedrick Mills,RB,DET,NO,6,0.0,0.0
2026,restofseason,Felix Harper,QB,CLE,@JAC,11,0.0,0.0
2026,restofseason,Lucas Scott,RB,BAL,@IND,13,1.0,0.0
2026,restofseason,DeAndre Hopkins,WR,BAL,@IND,13,1.0,0.0
2026,restofseason,Keith Towbridge,TE,WAS,@PHI,7,1.0,0.0
2026,restofseason,Nay'Quan Wright,RB,IND,BAL,13,1.0,0.0
2026,restofseason,Ke'Shawn Vaughn,RB,SF,@LAR,8,1.0,0.0
2026,restofseason,Connor Bazelak,QB,TB,@CIN,10,1.0,0.0
2026,restofseason,Trey Benson,RB,ARI,@LAC,14,2.0,0.0
2026,restofseason,Cyrus Allen,WR,KC,DEN,5,19.0,0.0
2026,restofseason,Taylor Elgersma,QB,GB,@MIN,11,1.0,0.0
2026,restofseason,Steven Stilianos,TE,DET,NO,6,0.0,0.0
2026,restofseason,Jonathan Duhart,WR,DET,NO,6,1.0,0.0
2026,restofseason,Hamze El-Zayat,WR,NYJ,@TEN,13,0.0,0.0
2026,restofseason,Josh Pearson,WR,TB,@CIN,10,1.0,0.0
2026,restofseason,Nate Sudfeld,QB,SF,@LAR,8,1.0,0.0
2026,restofseason,Brevin Jordan,TE,HOU,BUF,8,1.0,0.0
2026,restofseason,Ricky Person Jr.,RB,SEA,NE,11,1.0,0.0
2026,restofseason,Alec Ingold,RB,LAC,ARI,7,1.0,0.0
2026,restofseason,Bernhard Seikovits,TE,ARI,@LAC,14,1.0,0.0
2026,restofseason,K.J. Osborn,WR,TEN,NYJ,9,1.0,0.0
2026,restofseason,Nick Williams,WR,DEN,@KC,10,1.0,0.0
2026,restofseason,Ben Bryant,QB,NYJ,@TEN,13,1.0,0.0
2026,restofseason,Peyton Hendershot,TE,KC,DEN,5,1.0,0.0
2026,restofseason,LaQuvionte Gonzalez,WR,LAR,SF,11,1.0,0.0
2026,restofseason,Matt Corral,QB,MIN,GB,6,1.0,0.0
2026,restofseason,Gerrit Prince,TE,KC,DEN,5,1.0,0.0
2026,restofseason,Detrich Clark,WR,ATL,@PIT,11,1.0,0.0
2026,restofseason,Devon Ramsay,RB,FA,BYE,0,1.0,0.0
2026,restofseason,Daniel Jackson,WR,HOU,BUF,8,1.0,0.0
2026,restofseason,Dane Key,WR,DEN,@KC,10,1.0,0.0
2026,restofseason,Scott Orndoff,TE,PHI,WAS,10,1.0,0.0
2026,restofseason,Brady Boyd,WR,JAC,CLE,7,1.0,0.0
2026,restofseason,Mark Vital,TE,KC,DEN,5,1.0,0.0
2026,restofseason,Dez Fitzpatrick,WR,LAC,ARI,7,1.0,0.0
2026,restofseason,Zach Pascal,WR,NYG,DAL,8,1.0,0.0
2026,restofseason,Ty Fryfogle,WR,KC,DEN,5,1.0,0.0
2026,restofseason,CJ Donaldson,RB,NO,@DET,8,1.0,0.0
2026,restofseason,DJ Turner,WR,HOU,BUF,8,1.0,0.0
2026,restofseason,Myles Montgomery,RB,NE,@SEA,11,1.0,0.0
2026,restofseason,Ronnie Brown,RB,TB,@CIN,10,1.0,0.0
2026,restofseason,Amar Johnson,RB,LAC,ARI,7,1.0,0.0
2026,restofseason,Cam Johnson,WR,CAR,CHI,5,1.0,0.0
2026,restofseason,Trent Pennix,RB,IND,BAL,13,1.0,0.0
2026,restofseason,B.J. Baylor,RB,ATL,@PIT,11,1.0,0.0
2026,restofseason,Jordan Waters,RB,LAR,SF,11,1.0,0.0
2026,restofseason,Robert Tonyan,TE,PIT,ATL,9,1.0,0.0
2026,restofseason,Antoine Green,WR,DET,NO,6,1.0,0.0
2026,restofseason,Ameer Abdullah,RB,JAC,CLE,7,1.0,0.0
2026,restofseason,Samori Toure,WR,PHI,WAS,10,1.0,0.0
2026,restofseason,Aidan Robbins,RB,CLE,@JAC,11,1.0,0.0
2026,restofseason,Gus Edwards,RB,LAC,ARI,7,1.0,0.0
2026,restofseason,Frank Gore Jr.,RB,BUF,@HOU,7,1.0,0.0
2026,restofseason,Pat Conroy,TE,LV,MIA,13,1.0,0.0
2026,restofseason,Gunner Olszewski,WR,NYG,DAL,8,1.0,0.0
2026,restofseason,Hendon Hooker,QB,TEN,NYJ,9,1.0,0.0
2026,restofseason,Dayton Wade,WR,BAL,@IND,13,0.0,0.0
2026,restofseason,Marcedes Lewis,TE,DEN,@KC,10,1.0,0.0
2026,restofseason,Mitchell Tinsley,WR,HOU,BUF,8,1.0,0.0
2026,restofseason,Grant DuBose,WR,BUF,@HOU,7,1.0,0.0
2026,restofseason,Kenneth Harper,RB,NYG,DAL,8,1.0,0.0
