year,timeframe,name,position,nfl_team,opp,bye_week,rost_pct,fpts
2026,restofseason,Donaven McCulley,WR,MIA,@LV,6,1.0,0.0
2026,restofseason,Omari Kelly,WR,CHI,@CAR,10,1.0,0.0
2026,restofseason,Davon Grayson,WR,KC,DEN,5,1.0,0.0
2026,restofseason,Trenton Irwin,WR,SF,@LAR,8,1.0,0.0
2026,restofseason,D'Eriq King,QB,CAR,CHI,5,1.0,0.0
2026,restofseason,Kehinde Oginni,TE,ATL,@PIT,11,1.0,0.0
2026,restofseason,Aaron Shampklin,RB,MIA,@LV,6,1.0,0.0
2026,restofseason,Joe Mixon,RB,HOU,BUF,8,1.0,0.0
2026,restofseason,Chamon Metayer,TE,CAR,CHI,5,1.0,0.0
2026,restofseason,Ralph Webb,RB,PIT,ATL,9,1.0,0.0
2026,restofseason,Bruno Labelle,TE,ARI,@LAC,14,1.0,0.0
2026,restofseason,Van Jefferson,WR,WAS,@PHI,7,1.0,0.0
