year,round,pick_in_round,overall_pick,team,player_name,position,positions,nfl_team,is_auto_pick,is_skipped
2025,19,4,184,Legion of Doom,Ka'imi Fairbairn,K,K,HOU,False,False
2025,19,5,185,Buckhorns,49ers,DST,DST,SF,False,False
2025,19,6,186,Monster Cheese,Jake Moody,K,K,WAS,False,False
2025,19,7,187,THE DEMONS,Tyler Loop,K,K,BAL,False,False
2025,19,8,188,Mississippi Swamp Ass,Jason Sanders,K,K,NYJ,False,False
2025,19,9,189,Mojo,Quentin Johnston,WR,WR,LAC,False,False
2025,19,10,190,Aces High,Cam Little,K,K,JAC,False,False
2025,20,1,191,Aces High,Giants,DST,DST,NYG,False,False
2025,20,2,192,Mojo,Commanders,DST,DST,WAS,False,False
2025,20,3,193,Mississippi Swamp Ass,Dalton Kincaid,TE,TE,BUF,False,False
2025,20,4,194,THE DEMONS,Chiefs,DST,DST,KC,False,False
2025,20,5,195,Monster Cheese,Seahawks,DST,DST,SEA,False,False
2025,20,6,196,Buckhorns,Spencer Shrader,K,K,IND,False,False
2025,20,7,197,Legion of Doom,Browns,DST,DST,CLE,False,False
2025,20,8,198,Pimp Daddy,Brandon Aiyuk,WR,WR,SF,False,False
2025,20,9,199,Ball Busters,Rams,DST,DST,LAR,False,False
2025,20,10,200,Salty Dogs,Jayden Reed,WR,WR,GB,False,False
2025,21,1,201,Aces High,Joe Flacco,QB,QB,CIN,False,False
2025,21,2,202,Mojo,Cade Otton,TE,TE,TB,False,False
2025,21,3,203,Mississippi Swamp Ass,Cardinals,DST,DST,ARI,False,False
2025,21,4,204,THE DEMONS,Romeo Doubs,WR,WR,NE,False,False
2025,21,5,205,Monster Cheese,Will Shipley,RB,RB,PHI,False,False
2025,21,6,206,Buckhorns,Braelon Allen,RB,RB,NYJ,False,False
2025,21,7,207,Legion of Doom,Kyle Pitts,TE,TE,ATL,False,False
2025,21,8,208,Pimp Daddy,Marvin Mims,WR,WR,DEN,False,False
2025,21,9,209,Ball Busters,Trey Benson,RB,RB,ARI,False,False
2025,21,10,210,Salty Dogs,Tyjae Spears,RB,RB,TEN,False,False
2025,22,1,211,Salty Dogs,Rashid Shaheed,WR,WR,SEA,False,False
2025,22,2,212,Ball Busters,Tyler Higbee,TE,TE,LAR,False,False
2025,22,3,213,Pimp Daddy,DeAndre Hopkins,WR,WR,BAL,False,False
2025,22,4,214,Legion of Doom,Darren Waller,TE,TE,CAR,False,False
2025,22,5,215,Buckhorns,Dylan Sampson,RB,RB,CLE,True,False
2025,22,6,216,Monster Cheese,Christian Kirk,WR,WR,SF,False,False
2025,22,7,217,THE DEMONS,Kareem Hunt,RB,RB,KC,False,False
2025,22,8,218,Mississippi Swamp Ass,Adam Thielen,WR,WR,PIT,False,False
2025,22,9,219,Mojo,Isaiah Likely,TE,TE,NYG,False,False
2025,22,10,220,Aces High,Tyler Allgeier,RB,RB,ARI,False,False
